,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,轮廓,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,wx,wy,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后,ix,iy
10,data/cut_3/R000183B1_C00034ADF_9.png,327,456,328,449,专卖店,61200,R000183B1,C00034ADF,今日电器,,72,201,R000183B1,C00034ADF,C00034ADF_72,R000183B1_201,73,194,R000183B1,C00034ADF,C00034ADF_73,R000183B1_194
11,data/cut_3/R000183B1_C00034ADF_14.png,416,314.5,419,310,通行设施,990000,R000183B1,C00034ADF,E南4门,,161,59.5,R000183B1,C00034ADF,C00034ADF_161,R000183B1_59.5,164,55,R000183B1,C00034ADF,C00034ADF_164,R000183B1_55
12,data/cut_3/R000183B1_C00034ADF_16.png,424.5,380.5,,,,,R000183B1,C00034ADF,成府路,,169.5,125.5,R000183B1,C00034ADF,C00034ADF_169.5,R000183B1_125.5,,,,,,
13,data/cut_3/R000183B2_C00034AE1_2.png,424,432,428,417,科研机构,141300,R000183B2,C00034AE1,生化工程国家重点实验室,"[['C00034AE1_173.0', 'R000183B2_149.5'], ['C00034AE1_172.5', 'R000183B2_150.0'], ['C00034AE1_172.0', 'R000183B2_150.5'], ['C00034AE1_171.5', 'R000183B2_151.0'], ['C00034AE1_171.5', 'R000183B2_152.0'], ['C00034AE1_171.0', 'R000183B2_152.5'], ['C00034AE1_170.5', 'R000183B2_153.0'], ['C00034AE1_170.5', 'R000183B2_154.0'], ['C00034AE1_170.5', 'R000183B2_155.0'], ['C00034AE1_170.5', 'R000183B2_156.0'], ['C00034AE1_170.5', 'R000183B2_157.0'], ['C00034AE1_171.0', 'R000183B2_157.5'], ['C00034AE1_171.5', 'R000183B2_158.0'], ['C00034AE1_171.5', 'R000183B2_159.0'], ['C00034AE1_171.5', 'R000183B2_160.0'], ['C00034AE1_171.5', 'R000183B2_161.0'], ['C00034AE1_171.0', 'R000183B2_161.5'], ['C00034AE1_170.5', 'R000183B2_162.0'], ['C00034AE1_170.0', 'R000183B2_162.5'], ['C00034AE1_169.5', 'R000183B2_163.0'], ['C00034AE1_169.0', 'R000183B2_163.5'], ['C00034AE1_168.5', 'R000183B2_163.0'], ['C00034AE1_168.0', 'R000183B2_162.5'], ['C00034AE1_167.5', 'R000183B2_162.0'], ['C00034AE1_167.0', 'R000183B2_161.5'], ['C00034AE1_166.5', 'R000183B2_161.0'], ['C00034AE1_166.0', 'R000183B2_160.5'], ['C00034AE1_165.0', 'R000183B2_160.5'], ['C00034AE1_164.5', 'R000183B2_160.0'], ['C00034AE1_164.0', 'R000183B2_159.5'], ['C00034AE1_163.0', 'R000183B2_159.5'], ['C00034AE1_162.0', 'R000183B2_159.5'], ['C00034AE1_161.0', 'R000183B2_159.5'], ['C00034AE1_160.0', 'R000183B2_159.5'], ['C00034AE1_159.0', 'R000183B2_159.5'], ['C00034AE1_158.0', 'R000183B2_159.5'], ['C00034AE1_157.5', 'R000183B2_160.0'], ['C00034AE1_157.0', 'R000183B2_160.5'], ['C00034AE1_156.0', 'R000183B2_160.5'], ['C00034AE1_155.5', 'R000183B2_161.0'], ['C00034AE1_155.0', 'R000183B2_161.5'], ['C00034AE1_154.5', 'R000183B2_162.0'], ['C00034AE1_154.0', 'R000183B2_162.5'], ['C00034AE1_153.5', 'R000183B2_163.0'], ['C00034AE1_153.0', 'R000183B2_163.5'], ['C00034AE1_152.5', 'R000183B2_164.0'], ['C00034AE1_152.0', 'R000183B2_164.5'], ['C00034AE1_151.5', 'R000183B2_165.0'], ['C00034AE1_151.5', 'R000183B2_166.0'], ['C00034AE1_151.0', 'R000183B2_166.5'], ['C00034AE1_150.5', 'R000183B2_167.0'], ['C00034AE1_150.5', 'R000183B2_168.0'], ['C00034AE1_150.5', 'R000183B2_169.0'], ['C00034AE1_150.5', 'R000183B2_170.0'], ['C00034AE1_150.5', 'R000183B2_171.0'], ['C00034AE1_150.5', 'R000183B2_172.0'], ['C00034AE1_151.0', 'R000183B2_172.5'], ['C00034AE1_151.5', 'R000183B2_173.0'], ['C00034AE1_151.5', 'R000183B2_174.0'], ['C00034AE1_152.0', 'R000183B2_174.5'], ['C00034AE1_152.5', 'R000183B2_175.0'], ['C00034AE1_153.0', 'R000183B2_175.5'], ['C00034AE1_153.5', 'R000183B2_176.0'], ['C00034AE1_154.0', 'R000183B2_176.5'], ['C00034AE1_154.5', 'R000183B2_177.0'], ['C00034AE1_155.0', 'R000183B2_177.5'], ['C00034AE1_155.5', 'R000183B2_178.0'], ['C00034AE1_156.0', 'R000183B2_178.5'], ['C00034AE1_157.0', 'R000183B2_178.5'], ['C00034AE1_157.5', 'R000183B2_179.0'], ['C00034AE1_158.0', 'R000183B2_179.5'], ['C00034AE1_159.0', 'R000183B2_179.5'], ['C00034AE1_160.0', 'R000183B2_179.5'], ['C00034AE1_161.0', 'R000183B2_179.5'], ['C00034AE1_162.0', 'R000183B2_179.5'], ['C00034AE1_163.0', 'R000183B2_179.5'], ['C00034AE1_164.0', 'R000183B2_179.5'], ['C00034AE1_164.5', 'R000183B2_179.0'], ['C00034AE1_165.0', 'R000183B2_178.5'], ['C00034AE1_166.0', 'R000183B2_178.5'], ['C00034AE1_166.5', 'R000183B2_178.0'], ['C00034AE1_167.0', 'R000183B2_177.5'], ['C00034AE1_167.5', 'R000183B2_177.0'], ['C00034AE1_168.0', 'R000183B2_176.5'], ['C00034AE1_169.0', 'R000183B2_176.5'], ['C00034AE1_170.0', 'R000183B2_176.5'], ['C00034AE1_170.5', 'R000183B2_177.0'], ['C00034AE1_170.5', 'R000183B2_178.0'], ['C00034AE1_170.5', 'R000183B2_179.0'], ['C00034AE1_170.5', 'R000183B2_180.0'], ['C00034AE1_170.5', 'R000183B2_181.0'], ['C00034AE1_170.5', 'R000183B2_182.0'], ['C00034AE1_170.5', 'R000183B2_183.0'], ['C00034AE1_170.0', 'R000183B2_183.5'], ['C00034AE1_169.5', 'R000183B2_184.0'], ['C00034AE1_169.0', 'R000183B2_184.5'], ['C00034AE1_168.5', 'R000183B2_185.0'], ['C00034AE1_168.0', 'R000183B2_185.5'], ['C00034AE1_167.0', 'R000183B2_185.5'], ['C00034AE1_166.0', 'R000183B2_185.5'], ['C00034AE1_165.0', 'R000183B2_185.5'], ['C00034AE1_164.0', 'R000183B2_185.5'], ['C00034AE1_163.0', 'R000183B2_185.5'], ['C00034AE1_162.0', 'R000183B2_185.5'], ['C00034AE1_161.0', 'R000183B2_185.5'], ['C00034AE1_160.0', 'R000183B2_185.5'], ['C00034AE1_159.0', 'R000183B2_185.5'], ['C00034AE1_158.0', 'R000183B2_185.5'], ['C00034AE1_157.0', 'R000183B2_185.5'], ['C00034AE1_156.0', 'R000183B2_185.5'], ['C00034AE1_155.0', 'R000183B2_185.5'], ['C00034AE1_154.0', 'R000183B2_185.5'], ['C00034AE1_153.0', 'R000183B2_185.5'], ['C00034AE1_152.0', 'R000183B2_185.5'], ['C00034AE1_151.0', 'R000183B2_185.5'], ['C00034AE1_150.0', 'R000183B2_185.5'], ['C00034AE1_149.0', 'R000183B2_185.5'], ['C00034AE1_148.0', 'R000183B2_185.5'], ['C00034AE1_147.0', 'R000183B2_185.5'], ['C00034AE1_146.0', 'R000183B2_185.5'], ['C00034AE1_145.0', 'R000183B2_185.5'], ['C00034AE1_144.5', 'R000183B2_185.0'], ['C00034AE1_144.0', 'R000183B2_184.5'], ['C00034AE1_143.0', 'R000183B2_184.5'], ['C00034AE1_142.0', 'R000183B2_184.5'], ['C00034AE1_141.0', 'R000183B2_184.5'], ['C00034AE1_140.0', 'R000183B2_184.5'], ['C00034AE1_139.0', 'R000183B2_184.5'], ['C00034AE1_138.0', 'R000183B2_184.5'], ['C00034AE1_137.0', 'R000183B2_184.5'], ['C00034AE1_136.0', 'R000183B2_184.5'], ['C00034AE1_135.0', 'R000183B2_184.5'], ['C00034AE1_134.5', 'R000183B2_185.0'], ['C00034AE1_134.0', 'R000183B2_185.5'], ['C00034AE1_133.5', 'R000183B2_186.0'], ['C00034AE1_133.0', 'R000183B2_186.5'], ['C00034AE1_132.5', 'R000183B2_187.0'], ['C00034AE1_132.5', 'R000183B2_188.0'], ['C00034AE1_132.5', 'R000183B2_189.0'], ['C00034AE1_132.5', 'R000183B2_190.0'], ['C00034AE1_132.5', 'R000183B2_191.0'], ['C00034AE1_132.5', 'R000183B2_192.0'], ['C00034AE1_132.5', 'R000183B2_193.0'], ['C00034AE1_132.5', 'R000183B2_194.0'], ['C00034AE1_132.5', 'R000183B2_195.0'], ['C00034AE1_132.5', 'R000183B2_196.0'], ['C00034AE1_132.5', 'R000183B2_197.0'], ['C00034AE1_132.5', 'R000183B2_198.0'], ['C00034AE1_132.5', 'R000183B2_199.0'], ['C00034AE1_132.5', 'R000183B2_200.0'], ['C00034AE1_132.5', 'R000183B2_201.0'], ['C00034AE1_132.5', 'R000183B2_202.0'], ['C00034AE1_132.5', 'R000183B2_203.0'], ['C00034AE1_132.0', 'R000183B2_203.5'], ['C00034AE1_131.5', 'R000183B2_204.0'], ['C00034AE1_131.0', 'R000183B2_204.5'], ['C00034AE1_130.5', 'R000183B2_205.0'], ['C00034AE1_130.0', 'R000183B2_205.5'], ['C00034AE1_129.0', 'R000183B2_205.5'], ['C00034AE1_128.0', 'R000183B2_205.5'], ['C00034AE1_127.0', 'R000183B2_205.5'], ['C00034AE1_126.0', 'R000183B2_205.5'], ['C00034AE1_125.0', 'R000183B2_205.5'], ['C00034AE1_124.0', 'R000183B2_205.5'], ['C00034AE1_123.0', 'R000183B2_205.5'], ['C00034AE1_122.0', 'R000183B2_205.5'], ['C00034AE1_121.0', 'R000183B2_205.5'], ['C00034AE1_120.0', 'R000183B2_205.5'], ['C00034AE1_119.0', 'R000183B2_205.5'], ['C00034AE1_118.0', 'R000183B2_205.5'], ['C00034AE1_117.0', 'R000183B2_205.5'], ['C00034AE1_116.0', 'R000183B2_205.5'], ['C00034AE1_115.0', 'R000183B2_205.5'], ['C00034AE1_114.0', 'R000183B2_205.5'], ['C00034AE1_113.0', 'R000183B2_205.5'], ['C00034AE1_112.0', 'R000183B2_205.5'], ['C00034AE1_111.0', 'R000183B2_205.5'], ['C00034AE1_110.0', 'R000183B2_205.5'], ['C00034AE1_109.0', 'R000183B2_205.5'], ['C00034AE1_108.0', 'R000183B2_205.5'], ['C00034AE1_107.0', 'R000183B2_205.5'], ['C00034AE1_106.0', 'R000183B2_205.5'], ['C00034AE1_105.0', 'R000183B2_205.5'], ['C00034AE1_104.0', 'R000183B2_205.5'], ['C00034AE1_103.0', 'R000183B2_205.5'], ['C00034AE1_102.5', 'R000183B2_205.0'], ['C00034AE1_102.0', 'R000183B2_204.5'], ['C00034AE1_101.5', 'R000183B2_204.0'], ['C00034AE1_101.0', 'R000183B2_203.5'], ['C00034AE1_100.5', 'R000183B2_203.0'], ['C00034AE1_100.5', 'R000183B2_202.0'], ['C00034AE1_100.5', 'R000183B2_201.0'], ['C00034AE1_100.5', 'R000183B2_200.0'], ['C00034AE1_100.5', 'R000183B2_199.0'], ['C00034AE1_100.5', 'R000183B2_198.0'], ['C00034AE1_100.5', 'R000183B2_197.0'], ['C00034AE1_100.5', 'R000183B2_196.0'], ['C00034AE1_100.5', 'R000183B2_195.0'], ['C00034AE1_100.5', 'R000183B2_194.0'], ['C00034AE1_100.5', 'R000183B2_193.0'], ['C00034AE1_100.5', 'R000183B2_192.0'], ['C00034AE1_100.5', 'R000183B2_191.0'], ['C00034AE1_100.5', 'R000183B2_190.0'], ['C00034AE1_100.5', 'R000183B2_189.0'], ['C00034AE1_100.5', 'R000183B2_188.0'], ['C00034AE1_100.5', 'R000183B2_187.0'], ['C00034AE1_100.5', 'R000183B2_186.0'], ['C00034AE1_100.5', 'R000183B2_185.0'], ['C00034AE1_100.5', 'R000183B2_184.0'], ['C00034AE1_100.5', 'R000183B2_183.0'], ['C00034AE1_100.5', 'R000183B2_182.0'], ['C00034AE1_100.5', 'R000183B2_181.0'], ['C00034AE1_100.5', 'R000183B2_180.0'], ['C00034AE1_100.5', 'R000183B2_179.0'], ['C00034AE1_101.0', 'R000183B2_178.5'], ['C00034AE1_101.5', 'R000183B2_178.0'], ['C00034AE1_101.5', 'R000183B2_177.0'], ['C00034AE1_101.5', 'R000183B2_176.0'], ['C00034AE1_101.5', 'R000183B2_175.0'], ['C00034AE1_101.5', 'R000183B2_174.0'], ['C00034AE1_101.5', 'R000183B2_173.0'], ['C00034AE1_101.5', 'R000183B2_172.0'], ['C00034AE1_101.5', 'R000183B2_171.0'], ['C00034AE1_101.5', 'R000183B2_170.0'], ['C00034AE1_101.5', 'R000183B2_169.0'], ['C00034AE1_101.5', 'R000183B2_168.0'], ['C00034AE1_101.5', 'R000183B2_167.0'], ['C00034AE1_101.5', 'R000183B2_166.0'], ['C00034AE1_101.5', 'R000183B2_165.0'], ['C00034AE1_101.5', 'R000183B2_164.0'], ['C00034AE1_101.5', 'R000183B2_163.0'], ['C00034AE1_101.5', 'R000183B2_162.0'], ['C00034AE1_101.5', 'R000183B2_161.0'], ['C00034AE1_101.5', 'R000183B2_160.0'], ['C00034AE1_101.5', 'R000183B2_159.0'], ['C00034AE1_101.5', 'R000183B2_158.0'], ['C00034AE1_101.5', 'R000183B2_157.0'], ['C00034AE1_101.5', 'R000183B2_156.0'], ['C00034AE1_101.5', 'R000183B2_155.0'], ['C00034AE1_101.5', 'R000183B2_154.0'], ['C00034AE1_101.5', 'R000183B2_153.0'], ['C00034AE1_101.5', 'R000183B2_152.0'], ['C00034AE1_101.5', 'R000183B2_151.0'], ['C00034AE1_101.5', 'R000183B2_150.0'], ['C00034AE1_101.5', 'R000183B2_149.0'], ['C00034AE1_101.5', 'R000183B2_148.0'], ['C00034AE1_101.5', 'R000183B2_147.0'], ['C00034AE1_101.5', 'R000183B2_146.0'], ['C00034AE1_101.5', 'R000183B2_145.0'], ['C00034AE1_102.0', 'R000183B2_144.5'], ['C00034AE1_102.5', 'R000183B2_144.0'], ['C00034AE1_102.5', 'R000183B2_143.0'], ['C00034AE1_103.0', 'R000183B2_142.5'], ['C00034AE1_103.5', 'R000183B2_142.0'], ['C00034AE1_104.0', 'R000183B2_141.5'], ['C00034AE1_104.5', 'R000183B2_141.0'], ['C00034AE1_105.0', 'R000183B2_140.5'], ['C00034AE1_106.0', 'R000183B2_140.5'], ['C00034AE1_107.0', 'R000183B2_140.5'], ['C00034AE1_108.0', 'R000183B2_140.5'], ['C00034AE1_109.0', 'R000183B2_140.5'], ['C00034AE1_110.0', 'R000183B2_140.5'], ['C00034AE1_111.0', 'R000183B2_140.5'], ['C00034AE1_112.0', 'R000183B2_140.5'], ['C00034AE1_113.0', 'R000183B2_140.5'], ['C00034AE1_114.0', 'R000183B2_140.5'], ['C00034AE1_115.0', 'R000183B2_140.5'], ['C00034AE1_116.0', 'R000183B2_140.5'], ['C00034AE1_117.0', 'R000183B2_140.5'], ['C00034AE1_118.0', 'R000183B2_140.5'], ['C00034AE1_119.0', 'R000183B2_140.5'], ['C00034AE1_120.0', 'R000183B2_140.5'], ['C00034AE1_121.0', 'R000183B2_140.5'], ['C00034AE1_122.0', 'R000183B2_140.5'], ['C00034AE1_123.0', 'R000183B2_140.5'], ['C00034AE1_124.0', 'R000183B2_140.5'], ['C00034AE1_125.0', 'R000183B2_140.5'], ['C00034AE1_126.0', 'R000183B2_140.5'], ['C00034AE1_127.0', 'R000183B2_140.5'], ['C00034AE1_128.0', 'R000183B2_140.5'], ['C00034AE1_129.0', 'R000183B2_140.5'], ['C00034AE1_130.0', 'R000183B2_140.5'], ['C00034AE1_131.0', 'R000183B2_140.5'], ['C00034AE1_132.0', 'R000183B2_140.5'], ['C00034AE1_133.0', 'R000183B2_140.5'], ['C00034AE1_134.0', 'R000183B2_140.5'], ['C00034AE1_135.0', 'R000183B2_140.5'], ['C00034AE1_136.0', 'R000183B2_140.5'], ['C00034AE1_137.0', 'R000183B2_140.5'], ['C00034AE1_138.0', 'R000183B2_140.5'], ['C00034AE1_139.0', 'R000183B2_140.5'], ['C00034AE1_140.0', 'R000183B2_140.5'], ['C00034AE1_141.0', 'R000183B2_140.5'], ['C00034AE1_142.0', 'R000183B2_140.5'], ['C00034AE1_143.0', 'R000183B2_140.5'], ['C00034AE1_144.0', 'R000183B2_140.5'], ['C00034AE1_145.0', 'R000183B2_140.5'], ['C00034AE1_146.0', 'R000183B2_140.5'], ['C00034AE1_147.0', 'R000183B2_140.5'], ['C00034AE1_148.0', 'R000183B2_140.5'], ['C00034AE1_149.0', 'R000183B2_140.5'], ['C00034AE1_150.0', 'R000183B2_140.5'], ['C00034AE1_151.0', 'R000183B2_140.5'], ['C00034AE1_152.0', 'R000183B2_140.5'], ['C00034AE1_153.0', 'R000183B2_140.5'], ['C00034AE1_154.0', 'R000183B2_140.5'], ['C00034AE1_155.0', 'R000183B2_140.5'], ['C00034AE1_156.0', 'R000183B2_140.5'], ['C00034AE1_157.0', 'R000183B2_140.5'], ['C00034AE1_158.0', 'R000183B2_140.5'], ['C00034AE1_159.0', 'R000183B2_140.5'], ['C00034AE1_160.0', 'R000183B2_140.5'], ['C00034AE1_161.0', 'R000183B2_140.5'], ['C00034AE1_162.0', 'R000183B2_140.5'], ['C00034AE1_163.0', 'R000183B2_140.5'], ['C00034AE1_164.0', 'R000183B2_140.5'], ['C00034AE1_165.0', 'R000183B2_140.5'], ['C00034AE1_166.0', 'R000183B2_140.5'], ['C00034AE1_167.0', 'R000183B2_140.5'], ['C00034AE1_168.0', 'R000183B2_140.5'], ['C00034AE1_168.5', 'R000183B2_141.0'], ['C00034AE1_169.0', 'R000183B2_141.5'], ['C00034AE1_170.0', 'R000183B2_141.5'], ['C00034AE1_170.5', 'R000183B2_142.0'], ['C00034AE1_171.0', 'R000183B2_142.5'], ['C00034AE1_171.5', 'R000183B2_143.0'], ['C00034AE1_172.0', 'R000183B2_143.5'], ['C00034AE1_172.5', 'R000183B2_144.0'], ['C00034AE1_172.5', 'R000183B2_145.0'], ['C00034AE1_173.0', 'R000183B2_145.5'], ['C00034AE1_173.5', 'R000183B2_146.0'], ['C00034AE1_173.5', 'R000183B2_147.0'], ['C00034AE1_173.5', 'R000183B2_148.0'], ['C00034AE1_173.5', 'R000183B2_149.0'], ['C00034AE1_173.0', 'R000183B2_149.5']]",169,177,R000183B2,C00034AE1,C00034AE1_169,R000183B2_177,173,162,R000183B2,C00034AE1,C00034AE1_173,R000183B2_162
14,data/cut_3/R000183B2_C00034ADC_8.png,394.5,393,,,,,R000183B2,C00034ADC,北京大学中关新园50丙,,139.5,138,R000183B2,C00034ADC,C00034ADC_139.5,R000183B2_138,,,,,,
15,data/cut_3/R000183B2_C00034ADC_12.png,307,393.5,342,399,美容美发店,71100,R000183B2,C00034ADC,越秀造型,,52,138.5,R000183B2,C00034ADC,C00034ADC_52,R000183B2_138.5,87,144,R000183B2,C00034ADC,C00034ADC_87,R000183B2_144
16,data/cut_3/R000183B2_C00034ADC_22.png,399,477,,,,,R000183B2,C00034ADC,0乙号楼,,144,222,R000183B2,C00034ADC,C00034ADC_144,R000183B2_222,,,,,,
17,data/cut_3/R000183B2_C00034ADB_5.png,462.5,289,421,292,学校内部设施,141207,R000183B2,C00034ADB,化学与分子工程学院大楼,,207.5,34,R000183B2,C00034ADB,C00034ADB_207.5,R000183B2_34,166,37,R000183B2,C00034ADB,C00034ADB_166,R000183B2_37
18,data/cut_3/R000183B2_C00034ADB_6.png,436.5,451,,,,,R000183B2,C00034ADB,化学与分子工程学院,,181.5,196,R000183B2,C00034ADB,C00034ADB_181.5,R000183B2_196,,,,,,
19,data/cut_3/R000183B2_C00034ADB_10.png,264.5,378,267,370,楼宇,120200,R000183B2,C00034ADB,方正大厦,,9.5,123,R000183B2,C00034ADB,C00034ADB_9.5,R000183B2_123,12,115,R000183B2,C00034ADB,C00034ADB_12,R000183B2_115
20,data/cut_3/R000183B2_C00034ADB_12.png,367,305.5,370,298,学校内部设施,141207,R000183B2,C00034ADB,化学楼,,112,50.5,R000183B2,C00034ADB,C00034ADB_112,R000183B2_50.5,115,43,R000183B2,C00034ADB,C00034ADB_115,R000183B2_43
21,data/cut_3/R000183B2_C00034AE0_5.png,313.5,378.5,,,,,R000183B2,C00034AE0,北京中科科仪股份有限公司,,58.5,123.5,R000183B2,C00034AE0,C00034AE0_58.5,R000183B2_123.5,,,,,,
22,data/cut_3/R000183B2_C00034AD4_3.png,269.5,297.5,,,,,R000183B2,C00034AD4,北京大学国际关系学院,,14.5,42.5,R000183B2,C00034AD4,C00034AD4_14.5,R000183B2_42.5,,,,,,
23,data/cut_3/R000183B2_C00034AD4_10.png,492.5,298.5,488,296,风景名胜,110200,R000183B2,C00034AD4,静园,,237.5,43.5,R000183B2,C00034AD4,C00034AD4_237.5,R000183B2_43.5,233,41,R000183B2,C00034AD4,C00034AD4_233,R000183B2_41
24,data/cut_3/R000183B2_C00034AD4_15.png,416.5,451,420,444,科教文化服务,140000,R000183B2,C00034AD4,燕京学堂,,161.5,196,R000183B2,C00034AD4,C00034AD4_161.5,R000183B2_196,165,189,R000183B2,C00034AD4,C00034AD4_165,R000183B2_189
